Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,xG,npxG,xAG,npxG+xAG,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,npxG/Sh,Cmp,Att,Cmp%,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Crs,CK,TB,Sw,PrgP,SCA,SCA90,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Int,Tkl+Int,Clr,Blocks,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,PKwon,PKcon,OG,Recov,Won,Won%,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,xG_p90,npxG_p90,xAG_p90,npxG+xAG_p90,xG+xAG_p90,Sh_p90,SoT_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,xA_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,CK_p90,TB_p90,Sw_p90,PrgP_p90,Tkl_p90,TklW_p90,Def 3rd_p90,Mid 3rd_p90,Att 3rd_p90,Int_p90,Tkl+Int_p90,Clr_p90,Blocks_p90,Touches_p90,Def Pen_p90,Att Pen_p90,Succ_p90,Carries_p90,PrgC_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,PrgR_p90,CrdY_p90,CrdR_p90,Fls_p90,Fld_p90,PKwon_p90,PKcon_p90,OG_p90,Recov_p90,Won_p90,PrimaryPos,SecondaryPos,Group,Cluster
Douglas,br BRA,MF,Nantes,fr Ligue 1,27.0,1997.0,28,28,2307,25.6,4,2,6,4,0,0,3.4,3.4,1.5,4.9,0.19,36,14,38.9,1.4,0.55,0.11,0.29,0.1,1029,1190,86.5,17476,5382,1.2,15,108,12,1,10,3,2,3,125,34,1.33,3,0.12,69,42,29,31,9,59.1,32,101,47,17,0,1478,69,44,12,60.0,715,14,1,18,14,941,34,8,0,0,42,1,0,1,0,111,23,39.7,0.1560468140442132,0.0780234070221066,0.2340702210663199,0.1560468140442132,0.1326397919375812,0.1326397919375812,0.0585175552665799,0.1911573472041612,0.0074122236671001,1.4044213263979195,0.5461638491547465,40.14304291287386,46.42392717815344,681.7685305591677,209.96098829648892,0.0468140442132639,0.5851755526657997,4.213263979193759,0.4681404421326398,0.0390117035110533,0.3901170351105331,0.1170351105331599,0.0780234070221066,0.1170351105331599,4.876462938881665,2.6918075422626786,1.6384915474642392,1.131339401820546,1.209362808842653,0.3511053315994799,1.248374512353706,3.940182054616385,1.8335500650195056,0.6631989596879063,57.6592977893368,2.6918075422626786,1.7165149544863458,0.4681404421326398,27.89336801040312,0.5461638491547465,0.0390117035110533,0.7022106631989598,0.5461638491547465,36.71001300390117,1.3263979193758126,0.3120936280884265,0.0,1.6384915474642392,0.0390117035110533,0.0,0.0390117035110533,0.0,4.330299089726919,0.8972691807542262,MF,,midfield,1
Issa Doumbia,it ITA,MF,Venezia,it Serie A,20.0,2003.0,24,10,939,10.4,0,0,0,0,0,0,1.0,1.0,0.1,1.2,0.11,16,5,31.3,1.53,0.48,0.0,0.0,0.06,203,271,74.9,2702,656,0.2,3,17,1,0,10,0,0,0,22,17,1.63,2,0.19,14,8,6,7,1,41.2,9,23,14,7,1,401,15,16,11,68.8,219,12,3,25,18,242,29,0,0,0,18,0,0,0,0,45,18,46.2,0.0,0.0,0.0,0.0,0.0958466453674121,0.0958466453674121,0.0095846645367412,0.1150159744408945,0.0105431309904153,1.5335463258785944,0.4792332268370607,19.456869009584665,25.97444089456869,258.9776357827476,62.87539936102237,0.0191693290734824,0.2875399361022364,1.6293929712460065,0.0958466453674121,0.0,0.9584664536741214,0.0,0.0,0.0,2.1086261980830674,1.34185303514377,0.7667731629392972,0.5750798722044728,0.670926517571885,0.0958466453674121,0.8626198083067093,2.2044728434504792,1.34185303514377,0.670926517571885,38.43450479233227,1.437699680511182,1.5335463258785944,1.0543130990415337,20.990415335463258,1.1501597444089455,0.2875399361022364,2.396166134185304,1.7252396166134183,23.194888178913736,2.779552715654952,0.0,0.0,1.7252396166134183,0.0,0.0,0.0,0.0,4.313099041533546,1.7252396166134183,MF,,midfield,2
Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,21.0,2003.0,30,13,1322,14.7,3,2,5,3,0,0,2.7,2.7,1.2,3.9,0.27,22,10,45.5,1.5,0.68,0.14,0.3,0.13,561,697,80.5,9267,2216,1.8,26,56,9,1,48,27,7,2,72,58,3.95,7,0.48,41,29,17,17,7,45.2,28,69,13,10,1,895,18,34,19,54.3,467,17,3,42,24,567,54,1,0,0,17,4,0,0,0,87,10,31.3,0.2042360060514372,0.1361573373676248,0.340393343419062,0.2042360060514372,0.1838124054462935,0.1838124054462935,0.0816944024205748,0.2655068078668683,0.0183812405446293,1.497730711043873,0.680786686838124,38.19213313161876,47.45083207261725,630.8850226928895,150.8623298033283,0.1225416036308623,1.7700453857791227,3.812405446293495,0.6127080181543116,0.0680786686838124,3.2677760968229954,1.8381240544629347,0.4765506807866868,0.1361573373676248,4.901664145234493,2.791225416036309,1.97428139183056,1.1573373676248109,1.1573373676248109,0.4765506807866868,1.9062027231467475,4.697428139183057,0.8850226928895614,0.680786686838124,60.9304084720121,1.2254160363086233,2.3146747352496218,1.2934947049924357,31.792738275340398,1.1573373676248109,0.2042360060514372,2.859304084720121,1.6338880484114977,38.60060514372164,3.676248108925869,0.0680786686838124,0.0,1.1573373676248109,0.2723146747352496,0.0,0.0,0.0,5.922844175491679,0.680786686838124,MF,FW,midfield,1
Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25.0,1999.0,27,25,2151,23.9,1,0,1,1,0,0,0.6,0.6,1.1,1.7,0.07,10,3,30.0,0.42,0.13,0.1,0.33,0.06,1003,1109,90.4,14646,2893,1.4,15,62,12,0,4,0,7,1,66,31,1.3,2,0.08,49,25,23,21,5,41.7,32,81,51,13,4,1339,99,21,8,40.0,641,29,4,15,17,945,29,12,0,0,50,0,0,0,0,83,17,50.0,0.0418410041841004,0.0,0.0418410041841004,0.0418410041841004,0.0251046025104602,0.0251046025104602,0.0460251046025104,0.0711297071129707,0.002928870292887,0.4184100418410042,0.1255230125523012,41.96652719665272,46.40167364016737,612.8033472803347,121.0460251046025,0.0585774058577405,0.6276150627615062,2.594142259414226,0.502092050209205,0.0,0.1673640167364016,0.0,0.2928870292887029,0.0418410041841004,2.7615062761506275,2.050209205020921,1.0460251046025104,0.9623430962343096,0.8786610878661087,0.2092050209205021,1.338912133891213,3.389121338912134,2.133891213389121,0.5439330543933054,56.02510460251046,4.142259414225942,0.8786610878661087,0.3347280334728033,26.820083682008367,1.213389121338912,0.1673640167364016,0.6276150627615062,0.7112970711297072,39.53974895397489,1.213389121338912,0.502092050209205,0.0,2.092050209205021,0.0,0.0,0.0,0.0,3.4728033472803346,0.7112970711297072,MF,,midfield,2
Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29.0,1994.0,28,27,2395,26.6,1,3,4,1,0,0,1.0,1.0,3.2,4.2,0.16,25,5,20.0,0.94,0.19,0.04,0.2,0.04,943,1204,78.3,16680,5438,2.6,32,101,24,7,89,66,3,15,117,73,2.74,7,0.26,46,27,21,22,3,45.3,31,77,30,13,4,1467,73,5,25,59.5,711,23,2,53,22,789,26,12,1,1,51,4,0,0,0,188,14,48.3,0.0375782881002087,0.1127348643006263,0.1503131524008351,0.0375782881002087,0.0375782881002087,0.0375782881002087,0.120250521920668,0.1578288100208768,0.0060125260960334,0.9394572025052192,0.1878914405010438,35.43632567849687,45.24425887265136,626.8058455114823,204.3507306889353,0.0977035490605428,1.2025052192066807,3.795407098121086,0.9018789144050104,0.2630480167014614,3.3444676409185803,2.4801670146137784,0.1127348643006263,0.5636743215031316,4.396659707724425,1.7286012526096033,1.0146137787056368,0.789144050104384,0.8267223382045928,0.1127348643006263,1.1649269311064718,2.893528183716075,1.1273486430062631,0.4885177453027139,55.127348643006265,2.74321503131524,0.1878914405010438,0.9394572025052192,26.71816283924844,0.8643006263048016,0.0751565762004175,1.9916492693110648,0.8267223382045928,29.64926931106472,0.977035490605428,0.4509394572025052,0.0375782881002087,1.9164926931106472,0.1503131524008351,0.0,0.0,0.0,7.064718162839248,0.5260960334029228,MF,,midfield,2
Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31.0,1993.0,16,12,957,10.6,0,0,0,0,0,0,0.8,0.8,1.1,1.9,0.18,15,4,26.7,1.41,0.38,0.0,0.0,0.05,404,498,81.1,6776,1898,1.0,11,37,19,4,17,11,4,6,53,32,3.01,2,0.19,17,8,4,11,2,35.7,8,25,8,7,0,587,15,6,13,59.1,311,11,0,14,14,381,12,2,0,0,22,0,0,0,0,52,10,55.6,0.0,0.0,0.0,0.0,0.0752351097178683,0.0752351097178683,0.1034482758620689,0.1786833855799373,0.0169278996865203,1.4106583072100312,0.3761755485893417,37.99373040752352,46.83385579937305,637.2413793103449,178.49529780564265,0.0940438871473354,1.0344827586206895,3.4796238244514104,1.786833855799373,0.3761755485893417,1.5987460815047023,1.0344827586206895,0.3761755485893417,0.5642633228840125,4.984326018808777,1.5987460815047023,0.7523510971786834,0.3761755485893417,1.0344827586206895,0.1880877742946708,0.7523510971786834,2.3510971786833856,0.7523510971786834,0.658307210031348,55.20376175548589,1.4106583072100312,0.5642633228840125,1.2225705329153604,29.24764890282132,1.0344827586206895,0.0,1.316614420062696,1.316614420062696,35.8307210031348,1.128526645768025,0.1880877742946708,0.0,2.0689655172413794,0.0,0.0,0.0,0.0,4.890282131661442,0.9404388714733544,MF,,midfield,2
Éderson,br BRA,MF,Atalanta,it Serie A,25.0,1999.0,37,32,2881,32.0,4,1,5,4,0,0,4.1,4.1,4.3,8.4,0.26,39,12,30.8,1.22,0.37,0.1,0.33,0.1,1700,1966,86.5,31285,8498,4.8,37,193,41,5,23,2,6,30,216,98,3.06,10,0.31,52,32,19,28,5,64.7,35,87,36,28,1,2308,63,56,23,44.2,1490,40,12,44,41,1702,79,5,1,1,31,2,0,0,0,186,53,59.6,0.1249566122874002,0.03123915307185,0.1561957653592502,0.1249566122874002,0.1280805275945852,0.1280805275945852,0.1343283582089552,0.2624088858035404,0.008122179798681,1.2183269698021522,0.3748698368622006,53.10656022214509,61.4161749392572,977.3169038528288,265.4703228045817,0.1499479347448802,1.155848663658452,6.02915654286706,1.280805275945852,0.1561957653592502,0.7185005206525512,0.0624783061437001,0.1874349184311003,0.9371745921555016,6.747657063519611,1.6244359597362028,0.9996528982992016,0.5935439083651509,0.8746962860118015,0.1561957653592502,1.0933703575147518,2.717806317250955,1.124609510586602,0.8746962860118015,72.09996528982992,1.9680666435265528,1.749392572023603,0.7185005206525512,46.546338077056575,1.249566122874002,0.3748698368622006,1.3745227351614024,1.280805275945852,53.16903852828879,2.467893092676154,0.1561957653592502,0.03123915307185,0.9684137452273516,0.0624783061437001,0.0,0.0,0.0,5.81048247136411,1.655675112808053,MF,,midfield,3
Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27.0,1996.0,33,33,2845,31.6,2,0,2,2,0,0,2.0,2.0,1.5,3.5,0.11,36,10,27.8,1.14,0.32,0.06,0.2,0.05,1213,1452,83.5,18800,5136,2.5,19,131,16,3,9,0,2,0,141,51,1.61,5,0.16,57,32,21,26,10,55.8,39,96,54,32,1,1757,66,50,11,45.8,813,34,3,28,19,1093,41,4,0,0,22,4,0,0,0,154,60,51.7,0.0632688927943761,0.0,0.0632688927943761,0.0632688927943761,0.0632688927943761,0.0632688927943761,0.047451669595782,0.1107205623901581,0.0034797891036906,1.1388400702987698,0.3163444639718805,38.37258347978911,45.933216168717045,594.7275922671354,162.47451669595782,0.0790861159929701,0.6010544815465729,4.1441124780316345,0.5061511423550088,0.0949033391915641,0.2847100175746924,0.0,0.0632688927943761,0.0,4.460456942003515,1.803163444639719,1.0123022847100176,0.664323374340949,0.8224956063268892,0.3163444639718805,1.233743409490334,3.036906854130053,1.7082601054481543,1.0123022847100176,55.5817223198594,2.0878734622144117,1.5817223198594026,0.3479789103690685,25.71880492091389,1.0755711775043937,0.0949033391915641,0.8857644991212653,0.6010544815465729,34.57644991212654,1.29701230228471,0.1265377855887522,0.0,0.6959578207381371,0.1265377855887522,0.0,0.0,0.0,4.87170474516696,1.898066783831283,MF,,midfield,2
Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24.0,2000.0,34,20,1892,21.0,3,2,5,3,0,0,2.8,2.8,1.3,4.1,0.19,27,9,33.3,1.28,0.43,0.11,0.33,0.1,550,690,79.7,8583,2061,1.2,15,42,11,2,12,4,2,5,72,38,1.81,6,0.29,36,25,10,22,4,51.4,12,48,26,17,0,868,29,39,10,33.3,457,34,5,23,7,560,86,2,0,0,29,1,0,0,0,82,18,58.1,0.1427061310782241,0.095137420718816,0.2378435517970401,0.1427061310782241,0.1331923890063424,0.1331923890063424,0.0618393234672304,0.1950317124735729,0.0090380549682875,1.284355179704017,0.4281183932346723,26.16279069767442,32.82241014799155,408.2822410147992,98.03911205073996,0.0570824524312896,0.7135306553911205,1.9978858350951376,0.5232558139534884,0.095137420718816,0.5708245243128964,0.1902748414376321,0.095137420718816,0.2378435517970401,3.4249471458773786,1.7124735729386893,1.1892177589852009,0.4756871035940803,1.0465116279069768,0.1902748414376321,0.5708245243128964,2.2832980972515857,1.236786469344609,0.8086680761099365,41.28964059196617,1.379492600422833,1.8551797040169131,0.4756871035940803,21.73890063424947,1.617336152219873,0.2378435517970401,1.0940803382663848,0.3329809725158562,26.6384778012685,4.090909090909091,0.095137420718816,0.0,1.379492600422833,0.047568710359408,0.0,0.0,0.0,3.9006342494714583,0.8562367864693446,MF,,midfield,4
Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,22.0,2002.0,29,29,2575,28.6,1,0,1,1,0,0,0.7,0.7,1.0,1.7,0.06,25,6,24.0,0.87,0.21,0.04,0.17,0.03,1405,1593,88.2,23713,7436,1.6,16,144,19,0,5,1,3,12,146,40,1.45,4,0.14,54,33,18,30,6,60.7,47,101,72,16,1,1885,123,7,18,56.3,907,20,1,29,17,1307,21,3,0,0,42,1,0,0,0,154,30,69.8,0.0349514563106796,0.0,0.0349514563106796,0.0349514563106796,0.0244660194174757,0.0244660194174757,0.0349514563106796,0.0594174757281553,0.0020970873786407,0.8737864077669902,0.2097087378640776,49.10679611650485,55.67766990291263,828.8038834951457,259.8990291262136,0.0559223300970873,0.5592233009708738,5.033009708737864,0.6640776699029126,0.0,0.174757281553398,0.0349514563106796,0.1048543689320388,0.4194174757281553,5.102912621359224,1.887378640776699,1.153398058252427,0.629126213592233,1.0485436893203883,0.2097087378640776,1.6427184466019418,3.530097087378641,2.516504854368932,0.5592233009708738,65.88349514563106,4.2990291262135925,0.2446601941747573,0.629126213592233,31.70097087378641,0.6990291262135923,0.0349514563106796,1.013592233009709,0.5941747572815533,45.681553398058256,0.7339805825242718,0.1048543689320388,0.0,1.4679611650485436,0.0349514563106796,0.0,0.0,0.0,5.382524271844661,1.0485436893203883,MF,,midfield,1
Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23.0,2001.0,26,11,1164,12.9,1,1,2,1,0,0,0.6,0.6,1.5,2.0,0.16,8,2,25.0,0.62,0.15,0.13,0.5,0.07,622,701,88.7,9648,2399,1.4,12,39,2,0,1,0,1,3,54,24,1.86,2,0.15,30,12,13,13,4,59.3,11,41,27,11,0,836,42,16,9,60.0,525,18,2,22,7,553,18,4,0,0,21,1,0,0,0,62,11,55.0,0.0773195876288659,0.0773195876288659,0.1546391752577319,0.0773195876288659,0.0463917525773195,0.0463917525773195,0.1159793814432989,0.1546391752577319,0.0123711340206185,0.6185567010309279,0.1546391752577319,48.09278350515464,54.20103092783505,745.9793814432991,185.48969072164945,0.1082474226804123,0.9278350515463918,3.015463917525773,0.1546391752577319,0.0,0.0773195876288659,0.0,0.0773195876288659,0.2319587628865979,4.175257731958763,2.319587628865979,0.9278350515463918,1.0051546391752575,1.0051546391752575,0.3092783505154639,0.8505154639175257,3.170103092783505,2.0876288659793816,0.8505154639175257,64.63917525773196,3.2474226804123707,1.2371134020618555,0.6958762886597938,40.59278350515464,1.3917525773195876,0.1546391752577319,1.7010309278350515,0.5412371134020619,42.75773195876288,1.3917525773195876,0.3092783505154639,0.0,1.6237113402061851,0.0773195876288659,0.0,0.0,0.0,4.793814432989691,0.8505154639175257,MF,DF,midfield,2
Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32.0,1992.0,23,11,1061,11.8,1,2,3,0,1,1,1.4,0.6,3.2,3.8,0.39,14,1,7.1,1.19,0.08,0.0,0.0,0.04,590,749,78.8,9936,3131,2.6,31,54,13,6,85,62,8,8,55,56,4.74,7,0.59,19,9,4,12,3,40.7,7,26,8,6,0,850,26,17,0,0.0,473,13,1,13,5,566,29,4,0,0,8,0,0,0,0,62,2,25.0,0.0848256361922714,0.1696512723845429,0.2544769085768143,0.0,0.11875589066918,0.0508953817153628,0.2714420358152686,0.3223374175306314,0.0330819981149858,1.1875589066918002,0.0848256361922714,50.04712535344015,63.53440150801131,842.8275212064091,265.5890669180019,0.2205466540999057,2.629594721960415,4.580584354382657,1.1027332704995287,0.5089538171536286,7.210179076343072,5.25918944392083,0.6786050895381716,0.6786050895381716,4.665409990574929,1.6116870876531575,0.7634307257304429,0.3393025447690858,1.0179076343072573,0.2544769085768143,0.5937794533459001,2.205466540999057,0.6786050895381716,0.5089538171536286,72.10179076343073,2.205466540999057,1.4420358152686146,0.0,40.12252591894439,1.1027332704995287,0.0848256361922714,1.1027332704995287,0.4241281809613572,48.01131008482564,2.459943449575872,0.3393025447690858,0.0,0.6786050895381716,0.0,0.0,0.0,0.0,5.25918944392083,0.1696512723845429,MF,,midfield,0
Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19.0,2005.0,27,25,1938,21.5,1,0,1,1,0,0,0.7,0.7,0.4,1.0,0.05,23,4,17.4,1.07,0.19,0.04,0.25,0.03,812,951,85.4,13995,3936,0.7,13,73,8,0,1,0,4,10,76,36,1.67,1,0.05,59,45,28,26,5,60.9,42,101,47,7,7,1228,75,10,12,66.7,582,18,2,35,21,763,8,11,2,2,37,3,0,1,0,118,30,48.4,0.0464396284829721,0.0,0.0464396284829721,0.0464396284829721,0.0325077399380804,0.0325077399380804,0.0185758513931888,0.0464396284829721,0.0023219814241486,1.0681114551083593,0.1857585139318885,37.70897832817337,44.1640866873065,649.9226006191951,182.7863777089783,0.0325077399380804,0.6037151702786377,3.390092879256966,0.371517027863777,0.0,0.0464396284829721,0.0,0.1857585139318885,0.4643962848297213,3.5294117647058822,2.739938080495356,2.0897832817337463,1.3003095975232195,1.2074303405572755,0.2321981424148606,1.9504643962848296,4.690402476780186,2.1826625386996907,0.3250773993808049,57.02786377708978,3.4829721362229105,0.4643962848297213,0.5572755417956656,27.027863777089784,0.8359133126934984,0.0928792569659442,1.6253869969040249,0.9752321981424148,35.43343653250774,0.371517027863777,0.5108359133126935,0.0928792569659442,1.718266253869969,0.1393188854489164,0.0,0.0464396284829721,0.0,5.479876160990712,1.3931888544891642,MF,,midfield,1
Edu Expósito,es ESP,MF,Espanyol,es La Liga,27.0,1996.0,19,12,1045,11.6,0,2,2,0,0,0,1.0,1.0,3.2,4.2,0.36,18,6,33.3,1.55,0.52,0.0,0.0,0.06,318,485,65.6,5990,2287,2.4,28,36,14,4,66,33,13,5,64,44,3.79,2,0.17,23,13,9,13,1,39.1,15,38,21,8,2,630,22,26,15,53.6,340,23,4,29,18,382,41,3,0,0,14,3,0,0,0,63,11,50.0,0.0,0.1722488038277512,0.1722488038277512,0.0,0.0861244019138756,0.0861244019138756,0.2755980861244019,0.3617224880382775,0.0310047846889952,1.5502392344497606,0.5167464114832536,27.38755980861244,41.77033492822967,515.8851674641148,196.9665071770335,0.2066985645933014,2.411483253588517,3.1004784688995213,1.2057416267942584,0.3444976076555024,5.684210526315789,2.8421052631578947,1.1196172248803828,0.4306220095693779,5.511961722488039,1.9808612440191389,1.1196172248803828,0.7751196172248803,1.1196172248803828,0.0861244019138756,1.291866028708134,3.2727272727272725,1.8086124401913877,0.6889952153110048,54.25837320574163,1.894736842105263,2.2392344497607657,1.291866028708134,29.2822966507177,1.9808612440191389,0.3444976076555024,2.4976076555023923,1.5502392344497606,32.89952153110048,3.5311004784688995,0.2583732057416268,0.0,1.2057416267942584,0.2583732057416268,0.0,0.0,0.0,5.425837320574162,0.9473684210526316,MF,,midfield,0
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26.0,1998.0,34,31,2588,28.8,8,8,16,7,1,2,10.5,8.9,6.2,15.1,0.58,100,27,27.0,3.48,0.94,0.07,0.26,0.09,777,1047,74.2,13226,3540,4.7,58,49,39,4,112,62,11,6,97,135,4.69,10,0.35,39,22,14,16,9,47.2,11,50,10,17,3,1414,17,95,67,48.6,840,69,22,55,45,907,153,1,0,0,13,9,0,0,0,146,7,15.9,0.2782071097372488,0.2782071097372488,0.5564142194744977,0.2434312210200927,0.3651468315301391,0.3095054095826893,0.2156105100463678,0.5251159196290571,0.0201700154559505,3.4775888717156103,0.9389489953632147,27.02086553323029,36.41035548686244,459.9459041731066,123.1066460587326,0.1634466769706337,2.017001545595054,1.7040185471406493,1.356259659969088,0.1391035548686244,3.894899536321484,2.1561051004636784,0.3825347758887171,0.2086553323029366,3.3732612055641424,1.356259659969088,0.7650695517774343,0.4868624420401855,0.5564142194744977,0.3129829984544049,0.3825347758887171,1.7387944358578051,0.347758887171561,0.5911901081916539,49.173106646058734,0.5911901081916539,3.30370942812983,2.329984544049459,29.21174652241113,2.399536321483771,0.7650695517774343,1.9126738794435856,1.564914992272025,31.541731066460585,5.320710973724884,0.0347758887171561,0.0,0.4520865533230294,0.3129829984544049,0.0,0.0,0.0,5.077279752704791,0.2434312210200927,MF,FW,midfield,0
Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21.0,2003.0,30,9,1023,11.4,3,1,4,3,0,0,2.3,2.3,1.3,3.7,0.32,21,5,23.8,1.85,0.44,0.14,0.6,0.11,151,210,71.9,2182,369,0.6,9,15,5,1,9,0,2,1,17,19,1.67,0,0.0,10,6,1,3,6,53.8,2,12,4,9,0,328,5,47,2,12.5,198,14,5,30,18,236,43,2,0,0,21,1,0,0,0,31,19,35.2,0.2639296187683284,0.0879765395894428,0.3519061583577713,0.2639296187683284,0.2023460410557184,0.2023460410557184,0.1143695014662756,0.3255131964809384,0.0281524926686217,1.847507331378299,0.4398826979472141,13.284457478005866,18.475073313782996,191.9648093841642,32.4633431085044,0.0527859237536656,0.7917888563049854,1.3196480938416424,0.4398826979472141,0.0879765395894428,0.7917888563049854,0.0,0.1759530791788856,0.0879765395894428,1.495601173020528,0.8797653958944281,0.5278592375366569,0.0879765395894428,0.2639296187683284,0.5278592375366569,0.1759530791788856,1.0557184750733135,0.3519061583577713,0.7917888563049854,28.856304985337243,0.4398826979472141,4.134897360703812,0.1759530791788856,17.419354838709676,1.2316715542521994,0.4398826979472141,2.6392961876832848,1.5835777126099708,20.762463343108504,3.782991202346041,0.1759530791788856,0.0,1.847507331378299,0.0879765395894428,0.0,0.0,0.0,2.7272727272727275,1.6715542521994136,MF,,midfield,4
Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23.0,2001.0,15,10,962,10.7,1,2,3,1,0,0,0.5,0.5,3.0,3.5,0.32,10,4,40.0,0.94,0.37,0.1,0.25,0.05,519,617,84.1,8944,2503,2.0,23,45,12,2,27,7,1,7,50,43,4.02,4,0.37,19,10,8,9,2,40.9,5,24,12,10,2,713,22,8,10,45.5,480,15,0,17,12,527,19,0,0,0,8,1,0,0,0,46,1,20.0,0.0935550935550935,0.1871101871101871,0.2806652806652807,0.0935550935550935,0.0467775467775467,0.0467775467775467,0.2806652806652807,0.3274428274428275,0.0299376299376299,0.9355509355509356,0.3742203742203742,48.55509355509355,57.723492723492726,836.7567567567567,234.1683991683992,0.1871101871101871,2.151767151767152,4.209979209979211,1.1226611226611227,0.1871101871101871,2.525987525987526,0.654885654885655,0.0935550935550935,0.654885654885655,4.677754677754678,1.7775467775467777,0.9355509355509356,0.7484407484407485,0.841995841995842,0.1871101871101871,0.4677754677754678,2.245322245322245,1.1226611226611227,0.9355509355509356,66.70478170478171,2.0582120582120584,0.7484407484407485,0.9355509355509356,44.90644490644491,1.4033264033264037,0.0,1.5904365904365905,1.1226611226611227,49.3035343035343,1.7775467775467777,0.0,0.0,0.7484407484407485,0.0935550935550935,0.0,0.0,0.0,4.303534303534303,0.0935550935550935,MF,,midfield,0
Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20.0,2004.0,20,10,1028,11.4,0,0,0,0,0,0,1.3,1.3,0.3,1.5,0.13,17,3,17.6,1.49,0.26,0.0,0.0,0.07,426,514,82.9,7173,1757,0.6,7,35,5,2,20,7,2,4,50,19,1.66,1,0.09,31,16,12,17,2,53.6,10,41,15,12,1,663,19,17,17,44.7,340,25,7,18,13,426,42,5,0,0,21,2,0,0,1,74,9,60.0,0.0,0.0,0.0,0.0,0.1138132295719844,0.1138132295719844,0.0262645914396887,0.1313229571984435,0.0113813229571984,1.4883268482490273,0.2626459143968871,37.295719844357976,45.0,627.9863813229572,153.82295719844356,0.0525291828793774,0.6128404669260701,3.06420233463035,0.4377431906614786,0.1750972762645914,1.7509727626459144,0.6128404669260701,0.1750972762645914,0.3501945525291828,4.377431906614786,2.7140077821011674,1.4007782101167314,1.050583657587549,1.4883268482490273,0.1750972762645914,0.8754863813229572,3.589494163424124,1.3132295719844358,1.050583657587549,58.04474708171207,1.6634241245136188,1.4883268482490273,1.4883268482490273,29.766536964980546,2.188715953307393,0.6128404669260701,1.575875486381323,1.1381322957198443,37.295719844357976,3.677042801556421,0.4377431906614786,0.0,1.8385214007782105,0.1750972762645914,0.0,0.0,0.0875486381322957,6.4785992217898825,0.7879377431906615,MF,FW,midfield,1
Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21.0,2003.0,20,16,1383,15.4,4,1,5,4,0,0,3.1,3.1,0.5,3.6,0.23,27,9,33.3,1.76,0.59,0.15,0.44,0.11,305,426,71.6,4559,1281,0.7,12,27,10,0,32,14,4,0,49,49,3.19,7,0.46,32,19,11,16,5,56.5,6,38,24,19,0,639,14,43,23,47.9,364,34,15,39,33,426,88,1,1,0,23,7,0,0,0,70,19,44.2,0.2603036876355748,0.0650759219088937,0.3253796095444685,0.2603036876355748,0.2017353579175705,0.2017353579175705,0.0325379609544468,0.2342733188720173,0.0149674620390455,1.7570498915401302,0.5856832971800434,19.84815618221258,27.72234273318872,296.6811279826464,83.36225596529285,0.0455531453362255,0.7809110629067245,1.7570498915401302,0.6507592190889371,0.0,2.0824295010845986,0.911062906724512,0.2603036876355748,0.0,3.1887201735357915,2.0824295010845986,1.2364425162689805,0.7158351409978309,1.0412147505422993,0.3253796095444685,0.3904555314533622,2.472885032537961,1.561822125813449,1.2364425162689805,41.58351409978308,0.911062906724512,2.798264642082429,1.4967462039045554,23.687635574837312,2.212581344902386,0.9761388286334056,2.5379609544468544,2.1475054229934925,27.72234273318872,5.726681127982647,0.0650759219088937,0.0650759219088937,1.4967462039045554,0.455531453362256,0.0,0.0,0.0,4.55531453362256,1.2364425162689805,MF,,midfield,4
