Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,xG,npxG,xAG,npxG+xAG,xG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,npxG/Sh,Cmp,Att,Cmp%,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Crs,CK,TB,Sw,PrgP,SCA,SCA90,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Int,Tkl+Int,Clr,Blocks,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,PKwon,PKcon,OG,Recov,Won,Won%,Gls_p90,Ast_p90,G+A_p90,G-PK_p90,xG_p90,npxG_p90,xAG_p90,npxG+xAG_p90,xG+xAG_p90,Sh_p90,SoT_p90,Cmp_p90,Att_p90,TotDist_p90,PrgDist_p90,xA_p90,KP_p90,1/3_p90,PPA_p90,CrsPA_p90,Crs_p90,CK_p90,TB_p90,Sw_p90,PrgP_p90,Tkl_p90,TklW_p90,Def 3rd_p90,Mid 3rd_p90,Att 3rd_p90,Int_p90,Tkl+Int_p90,Clr_p90,Blocks_p90,Touches_p90,Def Pen_p90,Att Pen_p90,Succ_p90,Carries_p90,PrgC_p90,CPA_p90,Mis_p90,Dis_p90,Rec_p90,PrgR_p90,CrdY_p90,CrdR_p90,Fls_p90,Fld_p90,PKwon_p90,PKcon_p90,OG_p90,Recov_p90,Won_p90,PrimaryPos,SecondaryPos,Group,Cluster
Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23.0,2001.0,20,9,925,10.3,0,3,3,0,0,0,0.6,0.6,1.0,1.6,0.16,10,6,60.0,0.97,0.58,0.0,0.0,0.06,188,277,67.9,2525,863,0.7,10,12,3,0,25,12,0,2,19,31,3.02,4,0.39,17,12,8,7,2,36.4,7,24,7,14,1,422,13,37,19,33.3,259,39,19,26,10,280,75,1,0,0,18,1,0,1,0,51,7,41.2,0.0,0.2918918918918918,0.2918918918918918,0.0,0.0583783783783783,0.0583783783783783,0.0972972972972973,0.1556756756756757,0.0155675675675675,0.972972972972973,0.5837837837837837,18.291891891891893,26.951351351351352,245.67567567567568,83.96756756756757,0.0681081081081081,0.972972972972973,1.1675675675675674,0.2918918918918918,0.0,2.4324324324324325,1.1675675675675674,0.0,0.1945945945945946,1.8486486486486484,1.654054054054054,1.1675675675675674,0.7783783783783784,0.6810810810810811,0.1945945945945946,0.6810810810810811,2.335135135135135,0.6810810810810811,1.3621621621621622,41.05945945945946,1.2648648648648648,3.6,1.8486486486486484,25.200000000000003,3.7945945945945945,1.8486486486486484,2.5297297297297296,0.972972972972973,27.24324324324325,7.297297297297297,0.0972972972972973,0.0,1.7513513513513512,0.0972972972972973,0.0,0.0972972972972973,0.0,4.962162162162162,0.6810810810810811,MF,FW,midfield,4
Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24.0,1999.0,16,10,983,10.9,1,1,2,0,1,1,1.0,0.2,1.1,1.3,0.19,5,1,20.0,0.46,0.09,0.0,0.0,0.03,569,658,86.5,9928,2246,0.8,14,57,8,0,18,14,1,4,53,32,2.93,1,0.09,24,13,4,14,6,56.3,5,29,9,8,0,748,13,18,5,55.6,471,20,2,13,10,527,26,0,0,0,27,0,0,0,0,28,16,53.3,0.091556459816887,0.091556459816887,0.1831129196337741,0.0,0.091556459816887,0.0183112919633774,0.1007121057985758,0.1190233977619532,0.0173957273652085,0.4577822990844354,0.091556459816887,52.09562563580874,60.244150559511695,908.9725330620548,205.6358087487284,0.0732451678535096,1.281790437436419,5.218718209562564,0.7324516785350966,0.0,1.6480162767039674,1.281790437436419,0.091556459816887,0.3662258392675483,4.852492370295016,2.1973550356052898,1.190233977619532,0.3662258392675483,1.281790437436419,0.5493387589013224,0.4577822990844354,2.655137334689725,0.8240081383519837,0.7324516785350966,68.48423194303153,1.190233977619532,1.6480162767039674,0.4577822990844354,43.123092573753816,1.8311291963377416,0.1831129196337741,1.190233977619532,0.9155645981688708,48.25025432349949,2.380467955239064,0.0,0.0,2.472024415055951,0.0,0.0,0.0,0.0,2.563580874872838,1.4649033570701933,MF,,midfield,3
Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,29.0,1994.0,36,35,3018,33.5,8,10,18,5,3,3,9.9,7.6,8.5,16.1,0.55,93,26,28.0,2.77,0.78,0.05,0.19,0.08,1707,2242,76.1,30541,10698,8.0,91,214,85,11,186,91,31,22,325,193,5.76,13,0.39,84,50,27,38,19,40.0,26,110,35,55,3,2649,62,80,28,41.8,1542,77,14,43,43,1853,129,5,2,1,32,7,0,0,0,213,22,44.0,0.2385685884691848,0.2982107355864811,0.536779324055666,0.1491053677932405,0.2952286282306163,0.2266401590457256,0.2534791252485089,0.4801192842942346,0.0164015904572564,2.7733598409542743,0.7753479125248509,50.90457256461232,66.85884691848906,910.765407554672,319.0258449304175,0.2385685884691848,2.713717693836978,6.381709741550696,2.534791252485089,0.3280318091451292,5.546719681908549,2.713717693836978,0.9244532803180914,0.6560636182902585,9.691848906560637,2.5049701789264414,1.4910536779324055,0.805168986083499,1.1332007952286285,0.5666003976143141,0.7753479125248509,3.280318091451292,1.043737574552684,1.640159045725646,78.99602385685886,1.8489065606361827,2.3856858846918487,0.8349900596421471,45.984095427435385,2.2962226640159047,0.4174950298210735,1.2823061630218688,1.2823061630218688,55.25844930417495,3.8469184890656063,0.1491053677932405,0.0596421471172962,0.9542743538767396,0.2087475149105367,0.0,0.0,0.0,6.351888667992047,0.6560636182902585,MF,,midfield,0
Edimilson Fernandes,ch SUI,"MF,DF",Brest,fr Ligue 1,28.0,1996.0,19,12,1105,12.3,0,1,1,0,0,0,0.4,0.4,0.6,1.0,0.08,10,2,20.0,0.81,0.16,0.0,0.0,0.04,486,572,85.0,8960,2318,0.6,8,40,3,0,7,0,2,5,40,16,1.3,1,0.08,9,7,3,6,0,53.8,20,29,38,5,1,684,61,7,3,75.0,399,7,0,17,9,458,3,1,0,0,7,2,0,1,0,69,15,55.6,0.0,0.0814479638009049,0.0814479638009049,0.0,0.0325791855203619,0.0325791855203619,0.0488687782805429,0.0814479638009049,0.0065158371040723,0.8144796380090499,0.1628959276018099,39.58371040723982,46.58823529411765,729.7737556561085,188.7963800904977,0.0488687782805429,0.6515837104072398,3.2579185520361995,0.2443438914027149,0.0,0.5701357466063348,0.0,0.1628959276018099,0.4072398190045249,3.2579185520361995,0.7330316742081449,0.5701357466063348,0.2443438914027149,0.4886877828054298,0.0,1.6289592760180998,2.3619909502262444,3.095022624434389,0.4072398190045249,55.710407239819006,4.968325791855204,0.5701357466063348,0.2443438914027149,32.497737556561084,0.5701357466063348,0.0,1.3846153846153846,0.7330316742081449,37.30316742081448,0.2443438914027149,0.0814479638009049,0.0,0.5701357466063348,0.1628959276018099,0.0,0.0814479638009049,0.0,5.619909502262443,1.2217194570135748,MF,DF,midfield,2
Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20.0,2004.0,36,34,2909,32.3,2,4,6,2,0,0,4.0,4.0,3.0,7.0,0.22,42,14,33.3,1.3,0.43,0.05,0.14,0.1,1087,1361,79.9,18406,4369,3.6,34,98,27,6,113,54,9,10,145,78,2.41,7,0.22,89,48,45,28,16,45.8,28,117,35,36,7,1760,72,49,49,45.0,897,76,9,58,36,1077,108,8,0,0,46,6,0,0,0,179,15,62.5,0.0618769336541766,0.1237538673083533,0.18563080096253,0.0618769336541766,0.1237538673083533,0.1237538673083533,0.092815400481265,0.2165692677896184,0.0068064627019594,1.2994156067377105,0.4331385355792368,33.63011344104503,42.10725335166724,569.4534204193881,135.170161567549,0.111378480577518,1.0519078721210038,3.031969749054658,0.8353386043313854,0.18563080096253,3.4960467514609834,1.6706772086627708,0.2784462014437951,0.3093846682708834,4.48607768992781,2.753523547610863,1.4850464077002403,1.3922310072189756,0.8662770711584736,0.4950154692334135,0.8662770711584736,3.619800618769336,1.082846338948092,1.1137848057751805,54.451701615675496,2.227569611550361,1.515984874527329,1.515984874527329,27.751804743898248,2.3513234788587143,0.2784462014437951,1.7944310759711242,1.1137848057751805,33.320728772774146,3.3413544173255416,0.2475077346167067,0.0,1.423169474046064,0.18563080096253,0.0,0.0,0.0,5.537985562048814,0.4640770024063252,MF,,midfield,1
Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23.0,2001.0,36,32,2947,32.7,6,7,13,6,0,0,6.1,6.1,6.8,12.9,0.39,53,20,37.7,1.62,0.61,0.11,0.3,0.11,1518,1900,79.9,26776,7512,6.2,77,167,41,7,109,74,14,26,212,147,4.49,16,0.49,65,33,17,30,18,36.9,13,78,23,46,4,2210,37,81,26,47.3,1211,60,9,29,28,1622,126,8,0,0,52,4,0,0,0,156,14,32.6,0.1832371903630811,0.2137767220902613,0.3970139124533423,0.1832371903630811,0.1862911435357991,0.1862911435357991,0.2076688157448252,0.3939599592806243,0.0119104173736002,1.6185951815405497,0.6107906345436036,46.35900916185952,58.02511028164235,817.7265015269766,229.41296233457757,0.1893450967085171,2.351543942992874,5.10010179843909,1.2521208008143874,0.2137767220902613,3.32880895826264,2.259925347811333,0.4275534441805226,0.7940278249066847,6.474380726162198,1.985069562266712,1.007804546996946,0.5191720393620631,0.9161859518154056,0.5497115710892433,0.3970139124533423,2.382083474720054,0.7024092297251442,1.4048184594502884,67.4923651170682,1.1299626739056667,2.4737020699015946,0.7940278249066847,36.9833729216152,1.832371903630811,0.2748557855446216,0.8856464200882254,0.8551068883610452,49.53512046148626,3.847980997624703,0.2443162538174415,0.0,1.588055649813369,0.1221581269087207,0.0,0.0,0.0,4.764166949440108,0.4275534441805226,MF,,midfield,0
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32.0,1992.0,25,21,1773,19.7,0,2,2,0,0,0,0.4,0.4,0.9,1.3,0.07,14,3,21.4,0.71,0.15,0.0,0.0,0.03,1119,1267,88.3,19942,5049,1.3,13,119,11,4,25,0,2,7,137,47,2.39,5,0.25,42,23,18,22,2,40.9,9,51,20,10,0,1433,35,13,9,32.1,802,19,2,16,27,1066,42,6,1,0,35,4,0,3,0,132,13,46.4,0.0,0.1015228426395939,0.1015228426395939,0.0,0.0203045685279187,0.0203045685279187,0.0456852791878172,0.065989847715736,0.0035532994923857,0.7106598984771574,0.1522842639593908,56.80203045685279,64.31472081218274,1012.2842639593908,256.29441624365484,0.065989847715736,0.6598984771573604,6.040609137055838,0.5583756345177665,0.2030456852791878,1.269035532994924,0.0,0.1015228426395939,0.3553299492385787,6.954314720812183,2.1319796954314723,1.16751269035533,0.9137055837563453,1.116751269035533,0.1015228426395939,0.4568527918781725,2.5888324873096447,1.015228426395939,0.5076142131979695,72.74111675126903,1.7766497461928934,0.6598984771573604,0.4568527918781725,40.710659898477154,0.964467005076142,0.1015228426395939,0.8121827411167514,1.370558375634518,54.11167512690356,2.1319796954314723,0.3045685279187817,0.0507614213197969,1.7766497461928934,0.2030456852791878,0.0,0.1522842639593908,0.0,6.700507614213198,0.6598984771573604,MF,,midfield,3
Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24.0,2000.0,28,20,1777,19.7,7,2,9,7,0,0,5.2,5.2,4.8,9.9,0.5,54,16,29.6,2.73,0.81,0.13,0.44,0.1,791,941,84.1,12385,2615,5.3,43,41,39,6,80,46,7,2,103,88,4.46,9,0.46,13,5,5,4,4,38.9,9,22,7,26,1,1139,13,83,14,32.6,722,50,17,36,31,894,128,2,0,0,5,3,0,0,0,61,3,25.0,0.3545301069217782,0.1012943162633652,0.4558244231851435,0.3545301069217782,0.2633652222847495,0.2633652222847495,0.2431063590320765,0.5014068655036579,0.0253235790658413,2.734946539110861,0.8103545301069218,40.06190208216095,47.65897580191334,627.2650534608891,132.44231851435003,0.2684299380979178,2.1778277996623525,2.076533483398987,1.975239167135622,0.3038829487900956,4.051772650534609,2.3297692740574,0.3545301069217782,0.1012943162633652,5.216657287563309,0.6584130557118739,0.253235790658413,0.253235790658413,0.2025886325267304,0.2025886325267304,0.4558244231851435,1.1142374788970175,0.3545301069217782,1.3168261114237478,57.6871131119865,0.6584130557118739,4.203714124929657,0.7090602138435564,36.56724817107485,2.53235790658413,0.8610016882386043,1.823297692740574,1.570061902082161,45.278559369724256,6.482836240855375,0.1012943162633652,0.0,0.253235790658413,0.1519414743950478,0.0,0.0,0.0,3.0894766460326397,0.1519414743950478,MF,FW,midfield,0
Youssouf Fofana,fr FRA,MF,Milan,it Serie A,25.0,1999.0,35,29,2504,27.8,1,6,7,1,0,0,1.3,1.3,3.4,4.7,0.17,36,5,13.9,1.29,0.18,0.03,0.2,0.04,1237,1444,85.7,21531,7225,2.6,23,140,23,2,10,0,13,7,176,62,2.23,6,0.22,56,34,20,31,5,50.0,19,75,24,7,3,1655,35,21,14,45.2,986,44,5,30,20,1221,32,5,0,0,28,0,0,0,0,151,11,34.4,0.0359424920127795,0.2156549520766773,0.2515974440894568,0.0359424920127795,0.0467252396166134,0.0467252396166134,0.1222044728434504,0.1689297124600638,0.0061102236421725,1.293929712460064,0.1797124600638977,44.46086261980831,51.90095846645367,773.8777955271565,259.68450479233223,0.0934504792332268,0.8266773162939297,5.031948881789138,0.8266773162939297,0.0718849840255591,0.3594249201277955,0.0,0.4672523961661342,0.2515974440894568,6.325878594249201,2.0127795527156547,1.2220447284345048,0.7188498402555911,1.114217252396166,0.1797124600638977,0.6829073482428115,2.6956869009584663,0.8626198083067093,0.2515974440894568,59.48482428115016,1.2579872204472844,0.7547923322683706,0.5031948881789137,35.439297124600635,1.5814696485623003,0.1797124600638977,1.0782747603833864,0.7188498402555911,43.88578274760384,1.1501597444089455,0.1797124600638977,0.0,1.0063897763578271,0.0,0.0,0.0,0.0,5.427316293929713,0.3953674121405751,MF,,midfield,3
Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,28.0,1996.0,26,22,1827,20.3,2,0,2,2,0,0,1.8,1.8,3.3,5.1,0.25,23,4,17.4,1.13,0.2,0.09,0.5,0.08,887,1109,80.0,14428,4985,2.9,36,93,33,8,54,23,10,10,146,88,4.33,9,0.44,21,13,12,6,3,33.3,23,44,15,26,1,1272,20,36,8,28.6,777,32,7,24,16,911,85,2,0,0,12,0,0,0,0,114,18,46.2,0.0985221674876847,0.0,0.0985221674876847,0.0985221674876847,0.0886699507389162,0.0886699507389162,0.1625615763546798,0.251231527093596,0.0123152709359605,1.1330049261083743,0.1970443349753694,43.69458128078818,54.63054187192118,710.7389162561576,245.5665024630542,0.1428571428571428,1.7733990147783252,4.58128078817734,1.6256157635467978,0.3940886699507389,2.6600985221674875,1.1330049261083743,0.4926108374384236,0.4926108374384236,7.192118226600986,1.0344827586206895,0.6403940886699507,0.5911330049261083,0.2955665024630541,0.147783251231527,1.1330049261083743,2.167487684729064,0.7389162561576355,1.2807881773399017,62.66009852216749,0.9852216748768472,1.7733990147783252,0.3940886699507389,38.27586206896552,1.5763546798029555,0.3448275862068965,1.1822660098522166,0.7881773399014779,44.8768472906404,4.187192118226601,0.0985221674876847,0.0,0.5911330049261083,0.0,0.0,0.0,0.0,5.615763546798029,0.8866995073891626,MF,FW,midfield,0
Davide Frattesi,it ITA,MF,Inter,it Serie A,24.0,1999.0,27,9,1158,12.9,5,1,6,5,0,0,4.0,4.0,0.8,4.8,0.35,26,7,26.9,2.02,0.54,0.19,0.71,0.14,297,360,82.5,4304,880,0.8,7,20,5,1,8,0,5,0,31,19,1.4,2,0.15,17,8,6,10,1,55.6,5,22,14,10,1,499,20,44,7,38.9,296,23,7,20,4,345,50,1,0,0,11,2,1,0,0,48,10,43.5,0.38860103626943,0.077720207253886,0.466321243523316,0.38860103626943,0.310880829015544,0.310880829015544,0.0621761658031088,0.3730569948186528,0.0272020725388601,2.0207253886010363,0.5440414507772021,23.082901554404145,27.979274611398964,334.5077720207254,68.39378238341969,0.0621761658031088,0.5440414507772021,1.5544041450777202,0.38860103626943,0.077720207253886,0.6217616580310881,0.0,0.38860103626943,0.0,2.4093264248704664,1.3212435233160622,0.6217616580310881,0.466321243523316,0.7772020725388601,0.077720207253886,0.38860103626943,1.7098445595854923,1.0880829015544042,0.7772020725388601,38.78238341968912,1.5544041450777202,3.4196891191709846,0.5440414507772021,23.00518134715026,1.787564766839378,0.5440414507772021,1.5544041450777202,0.310880829015544,26.813471502590676,3.886010362694301,0.077720207253886,0.0,0.8549222797927462,0.155440414507772,0.077720207253886,0.0,0.0,3.730569948186528,0.7772020725388601,MF,,midfield,4
Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23.0,2001.0,35,35,3103,34.5,2,0,2,2,0,0,1.6,1.6,0.9,2.5,0.07,30,9,30.0,0.87,0.26,0.07,0.22,0.05,1067,1250,85.4,16062,3294,0.8,14,79,11,0,3,0,3,3,106,53,1.54,4,0.12,102,61,23,52,27,43.6,47,149,57,23,0,1647,84,22,10,41.7,737,24,5,41,24,876,29,5,0,0,51,3,0,0,1,184,30,44.8,0.058008378988076,0.0,0.058008378988076,0.058008378988076,0.0464067031904608,0.0464067031904608,0.0261037705446342,0.072510473735095,0.0020302932645826,0.8701256848211408,0.2610377054463422,30.947470190138574,36.25523686754754,465.8652916532388,95.53980019336127,0.0232033515952304,0.4060586529165324,2.291330970029004,0.3190460844344183,0.0,0.087012568482114,0.0,0.087012568482114,0.087012568482114,3.0744440863680307,2.9584273283918785,1.7692555591363197,0.6670963583628746,1.5082178536899773,0.7831131163390268,1.3631969062197873,4.321624234611666,1.6532388011601675,0.6670963583628746,47.76990009668064,2.4363519174991946,0.6380921688688366,0.2900418949403803,21.376087657106027,0.6961005478569127,0.1450209474701901,1.1891717692555592,0.6961005478569127,25.40766999677731,0.8411214953271028,0.1450209474701901,0.0,1.4792136641959392,0.087012568482114,0.0,0.0,0.029004189494038,5.336770866902997,0.8701256848211408,MF,,midfield,1
Remo Freuler,ch SUI,MF,Bologna,it Serie A,32.0,1992.0,37,37,3204,35.6,1,2,3,1,0,0,1.3,1.3,1.5,2.7,0.08,17,4,23.5,0.48,0.11,0.06,0.25,0.07,1704,1944,87.7,28701,7341,1.6,36,204,24,4,19,0,3,5,208,74,2.08,3,0.08,79,40,28,40,11,41.8,38,117,57,16,1,2245,67,32,5,38.5,1216,39,1,32,14,1506,56,6,0,0,47,1,0,0,0,146,28,50.0,0.0280898876404494,0.0561797752808988,0.0842696629213483,0.0280898876404494,0.0365168539325842,0.0365168539325842,0.0421348314606741,0.0758426966292134,0.0022471910112359,0.4775280898876404,0.1123595505617977,47.86516853932584,54.60674157303371,806.2078651685393,206.2078651685393,0.0449438202247191,1.0112359550561798,5.730337078651686,0.6741573033707865,0.1123595505617977,0.5337078651685393,0.0,0.0842696629213483,0.1404494382022471,5.842696629213484,2.2191011235955056,1.1235955056179774,0.7865168539325843,1.1235955056179774,0.3089887640449438,1.0674157303370786,3.286516853932584,1.6011235955056178,0.449438202247191,63.061797752808985,1.882022471910112,0.898876404494382,0.1404494382022471,34.157303370786515,1.0955056179775282,0.0280898876404494,0.898876404494382,0.3932584269662921,42.30337078651685,1.5730337078651686,0.1685393258426966,0.0,1.3202247191011236,0.0280898876404494,0.0,0.0,0.0,4.101123595505618,0.7865168539325843,MF,,midfield,1
Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,26.0,1998.0,33,23,1981,22.0,2,3,5,2,0,0,2.9,2.9,3.7,6.6,0.3,36,12,33.3,1.64,0.55,0.06,0.17,0.08,807,1003,80.5,11366,3268,6.0,32,39,51,13,82,45,8,1,95,85,3.86,8,0.36,15,10,5,5,5,48.1,6,21,19,20,0,1220,20,115,40,47.1,782,114,54,37,26,905,202,1,0,0,9,0,0,0,0,64,5,38.5,0.0908632004038364,0.1362948006057546,0.2271580010095911,0.0908632004038364,0.1317516405855628,0.1317516405855628,0.1680969207470974,0.2998485613326602,0.0136294800605754,1.635537607269056,0.5451792024230186,36.663301362948005,45.56789500252398,516.3755678950025,148.47046945986875,0.2725896012115093,1.453811206461383,1.7718324078748109,2.317011610297829,0.5906108026249369,3.725391216557294,2.04442200908632,0.3634528016153457,0.0454316002019182,4.316002019182231,0.6814740030287734,0.4543160020191822,0.2271580010095911,0.2271580010095911,0.2271580010095911,0.2725896012115093,0.9540636042402828,0.8632004038364463,0.9086320040383644,55.42655224634024,0.9086320040383644,5.224634023220595,1.8172640080767288,35.527511357900046,5.179202423018677,2.453306410903584,1.680969207470974,1.181221605249874,41.115598182736,9.17718324078748,0.0454316002019182,0.0,0.408884401817264,0.0,0.0,0.0,0.0,2.907622412922766,0.2271580010095911,MF,FW,midfield,0
Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,27.0,1996.0,23,11,1045,11.6,1,1,2,1,0,0,2.4,2.4,3.8,6.2,0.53,26,9,34.6,2.24,0.78,0.04,0.11,0.09,509,652,78.1,7393,1993,3.8,28,31,27,8,44,13,7,5,69,54,4.65,2,0.17,14,10,6,4,4,37.5,2,16,3,15,0,801,8,50,11,28.9,494,29,8,28,24,613,113,3,0,0,16,1,0,0,0,52,9,37.5,0.0861244019138756,0.0861244019138756,0.1722488038277512,0.0861244019138756,0.2066985645933014,0.2066985645933014,0.3272727272727272,0.5339712918660288,0.045645933014354,2.2392344497607657,0.7751196172248803,43.83732057416268,56.15311004784689,636.7177033492823,171.64593301435406,0.3272727272727272,2.411483253588517,2.6698564593301435,2.325358851674641,0.6889952153110048,3.789473684210526,1.1196172248803828,0.6028708133971292,0.4306220095693779,5.942583732057416,1.2057416267942584,0.8612440191387559,0.5167464114832536,0.3444976076555024,0.3444976076555024,0.1722488038277512,1.3779904306220097,0.2583732057416268,1.291866028708134,68.98564593301435,0.6889952153110048,4.30622009569378,0.9473684210526316,42.54545454545455,2.4976076555023923,0.6889952153110048,2.411483253588517,2.0669856459330145,52.79425837320574,9.732057416267942,0.2583732057416268,0.0,1.3779904306220097,0.0861244019138756,0.0,0.0,0.0,4.478468899521531,0.7751196172248803,MF,FW,midfield,0
Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24.0,2000.0,28,8,1009,11.2,2,4,6,2,0,0,4.9,4.9,2.2,7.1,0.63,30,6,20.0,2.68,0.54,0.07,0.33,0.16,258,357,72.3,4219,1182,2.3,22,27,13,0,24,10,3,5,41,48,4.28,5,0.45,11,8,4,6,1,33.3,6,17,8,11,0,490,10,43,14,51.9,297,11,7,31,16,356,82,0,0,0,16,3,0,0,0,34,10,33.3,0.1783944499504459,0.3567888999008919,0.535183349851338,0.1783944499504459,0.4370664023785927,0.4370664023785927,0.1962338949454906,0.6333002973240832,0.0561942517343904,2.675916749256689,0.535183349851338,23.01288404360753,31.84340931615461,376.3230921704658,105.43111992071356,0.2051536174430129,1.9623389494549055,2.408325074331021,1.1595639246778988,0.0,2.140733399405352,0.8919722497522299,0.267591674925669,0.4459861248761149,3.657086223984143,0.9811694747274528,0.7135777998017839,0.3567888999008919,0.535183349851338,0.0891972249752229,0.535183349851338,1.516352824578791,0.7135777998017839,0.9811694747274528,43.70664023785926,0.8919722497522299,3.8354806739345886,1.248761149653122,26.49157581764123,0.9811694747274528,0.624380574826561,2.765113974231913,1.427155599603568,31.754212091179387,7.314172447968286,0.0,0.0,1.427155599603568,0.267591674925669,0.0,0.0,0.0,3.032705649157582,0.8919722497522299,MF,FW,midfield,4
Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,30.0,1993.0,26,18,1477,16.4,0,4,4,0,0,0,0.5,0.5,2.9,3.4,0.21,11,1,9.1,0.67,0.06,0.0,0.0,0.05,683,844,80.9,12772,3749,2.7,28,101,25,3,29,6,6,8,137,50,3.04,6,0.37,36,22,11,17,8,64.5,16,52,14,18,2,978,21,8,16,69.6,524,27,3,17,16,672,39,5,0,0,43,0,0,0,0,120,8,40.0,0.0,0.2437373053486797,0.2437373053486797,0.0,0.0304671631685849,0.0304671631685849,0.1767095463777928,0.2071767095463778,0.0127962085308056,0.6702775897088693,0.0609343263371699,41.61814488828707,51.42857142857142,778.2532159783345,228.44278943805008,0.1645226811103588,1.7061611374407584,6.154366960054165,1.5233581584292484,0.1828029790115098,1.767095463777928,0.3656059580230196,0.3656059580230196,0.4874746106973595,8.348002708192281,2.1936357481381177,1.3405551794177386,0.6702775897088693,1.0358835477318888,0.4874746106973595,0.974949221394719,3.168584969532837,0.8530805687203792,1.0968178740690588,59.5937711577522,1.2796208530805686,0.4874746106973595,0.974949221394719,31.92958700067705,1.6452268111035884,0.1828029790115098,1.0358835477318888,0.974949221394719,40.9478672985782,2.3764387271496275,0.3046716316858497,0.0,2.6201760324983074,0.0,0.0,0.0,0.0,7.312119160460393,0.4874746106973595,MF,,midfield,3
Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,24.0,2000.0,32,19,1633,18.1,3,3,6,3,0,0,2.8,2.8,1.2,3.9,0.22,22,4,18.2,1.21,0.22,0.14,0.75,0.13,714,840,85.0,9884,2176,1.1,12,47,14,1,13,1,3,1,64,32,1.76,8,0.44,45,32,16,19,10,44.9,20,65,23,18,0,1062,35,38,17,40.5,674,24,7,25,23,755,64,2,0,0,32,3,1,0,0,107,9,30.0,0.1653398652786283,0.1653398652786283,0.3306797305572566,0.1653398652786283,0.1543172075933864,0.1543172075933864,0.0661359461114513,0.2149418248622167,0.012124923453766,1.2124923453766074,0.2204531537048377,39.35088793631353,46.29516227801592,544.7397428046539,119.92651561543173,0.0606246172688303,0.6613594611145132,2.590324556031843,0.771586037966932,0.0551132884262094,0.7164727495407227,0.0551132884262094,0.1653398652786283,0.0551132884262094,3.527250459277404,2.4800979791794244,1.7636252296387018,0.8818126148193509,1.0471524800979792,0.5511328842620943,1.1022657685241886,3.5823637477036128,1.267605633802817,0.9920391916717696,58.530312308634414,1.92896509491733,2.0943049601959585,0.9369259032455604,37.14635639926516,1.3227189222290263,0.385793018983466,1.3778322106552356,1.267605633802817,41.61053276178812,3.527250459277404,0.1102265768524188,0.0,1.7636252296387018,0.1653398652786283,0.0551132884262094,0.0,0.0,5.897121861604409,0.4960195958358848,MF,,midfield,1
