Player,Squad,Comp,PrimaryPos,SecondaryPos,Group,Style,Gls,Ast,Min,MP,Gls_p90,npxG_p90,Sh_p90,SoT%,G/Sh,xAG_p90,SCA90,PrgC_p90,Succ%,Att Pen_p90,CrsPA_p90,PrgR_p90,PrgP_p90,Cmp%,KP_p90,Tkl_p90,Int_p90,Tkl+Int_p90,TotDist_p90,1/3_p90,Clr_p90,Blocks_p90,Att 3rd_p90,Tkl%,Won%,GA,Saves,CS,Save%,PSxG+/-,Stp%,#OPA/90,AvgDist,Launch%,AvgLen,CS%
Kobbie Mainoo,Manchester Utd,eng Premier League,MF,,midfield,Destroyer CDM,0.0,0.0,1651,25,,,,,,0.0872198667474258,1.85,1.199273167777105,46.0,,,,3.543307086614173,86.5,0.7631738340399759,2.507571168988492,1.0357359176256813,3.543307086614173,525.9903089036948,2.725620835857056,,,,,,,,,,,,,,,,
Antoine Makoumbou,Cagliari,it Serie A,MF,,midfield,Deep Holding Mid,0.0,3.0,2150,33,,,,,,0.0376744186046511,1.59,0.4604651162790697,52.6,,,,3.8511627906976735,88.8,0.3348837209302325,1.7581395348837208,0.7116279069767442,2.469767441860465,709.4511627906977,2.9302325581395348,,,,,,,,,,,,,,,,
Daniel Maldini,Monza,it Serie A,MF,FW,midfield,Rotation Wide-Mid,3.0,0.0,1306,20,,,,,,0.062021439509954,2.75,2.82542113323124,41.7,,,,2.343032159264931,68.3,0.8269525267993875,0.9647779479326186,0.2756508422664624,1.2404287901990811,293.1546707503828,0.9647779479326186,,,,,,,,,,,,,,,,
Youssef Maleh,Empoli,it Serie A,MF,,midfield,Destroyer CDM,0.0,1.0,1510,22,,,,,,0.0536423841059602,1.79,0.5960264900662252,30.8,,,,4.291390728476822,71.1,0.7152317880794702,2.6821192052980134,0.9536423841059604,3.6357615894039736,389.0860927152318,3.695364238410596,,,,,,,,,,,,,,,,
Rolando Mandragora,Fiorentina,it Serie A,MF,,midfield,Rotation Wide-Mid,4.0,2.0,1856,28,,,,,,0.2327586206896551,2.61,0.533405172413793,50.0,,,,4.461206896551724,77.8,1.5032327586206895,1.115301724137931,0.7273706896551725,1.842672413793104,650.6573275862069,3.345905172413793,,,,,,,,,,,,,,,,
Orel Mangala,Everton,eng Premier League,MF,,midfield,Deep Holding Mid,1.0,0.0,1261,19,,,,,,0.042823156225218,1.72,0.4282315622521808,58.3,,,,2.426645519429025,89.2,0.570975416336241,1.141950832672482,1.4988104678826328,2.640761300555115,499.46074544012686,3.5685963521015065,,,,,,,,,,,,,,,,
Pablo Marín,Real Sociedad,es La Liga,MF,,midfield,Deep Holding Mid,1.0,2.0,1239,23,,,,,,0.072639225181598,1.89,1.452784503631961,57.1,,,,3.2687651331719128,80.1,1.0169491525423728,1.815980629539952,0.3631961259079903,2.179176755447942,432.3486682808717,2.7602905569007263,,,,,,,,,,,,,,,,
Răzvan Marin,Cagliari,it Serie A,MF,,midfield,Advanced Creator,3.0,2.0,1406,33,,,,,,0.2304409672830725,3.97,1.4082503556187769,54.2,,,,5.376955903271693,76.1,2.1763869132290186,1.4082503556187769,0.1280227596017069,1.5362731152204838,660.8534850640114,3.584637268847795,,,,,,,,,,,,,,,,
Iván Martín,Girona,es La Liga,MF,,midfield,Box-to-Box,1.0,1.0,2039,32,,,,,,0.0838646395291809,2.47,2.515939185875429,53.2,,,,5.782246199117214,90.2,0.9710642471799902,1.4124570868072586,0.4855321235899951,1.897989210397253,870.0294261893085,4.45806768023541,,,,,,,,,,,,,,,,
Mario Martín,Valladolid,es La Liga,MF,,midfield,Destroyer CDM,0.0,1.0,1748,30,,,,,,0.0720823798627002,1.7,0.9267734553775744,50.0,,,,3.39816933638444,84.5,0.6178489702517163,3.192219679633867,1.0812356979405031,4.273455377574371,617.1281464530892,2.677345537757437,,,,,,,,,,,,,,,,
Omar Mascarell,Mallorca,es La Liga,MF,,midfield,Deep Holding Mid,1.0,0.0,1992,32,,,,,,0.0090361445783132,0.68,0.4518072289156626,66.7,,,,3.3885542168674703,84.0,0.1355421686746988,1.2198795180722892,2.213855421686747,3.433734939759036,643.4638554216867,3.253012048192771,,,,,,,,,,,,,,,,
Patrizio Masini,Genoa,it Serie A,MF,,midfield,Destroyer CDM,1.0,0.0,1538,26,,,,,,0.0117035110533159,1.4,0.9362808842652796,40.0,,,,2.574772431729518,76.9,0.3511053315994799,3.1599479843953184,0.8777633289986997,4.037711313394018,463.1664499349805,1.6970091027308192,,,,,,,,,,,,,,,,
Han-Noah Massengo,Auxerre,fr Ligue 1,MF,,midfield,Deep Holding Mid,0.0,0.0,1046,17,,,,,,0.034416826003824,1.03,1.118546845124283,34.5,,,,2.409177820267687,84.7,0.2581261950286806,1.462715105162524,1.462715105162524,2.925430210325048,499.7323135755258,1.9789674952198848,,,,,,,,,,,,,,,,
Pape Matar Sarr,Tottenham,eng Premier League,MF,,midfield,Destroyer CDM,3.0,2.0,1913,36,,,,,,0.0752744380554103,2.12,1.5525352848928389,36.7,,,,4.140094093047569,86.4,0.7056978567694719,2.305279665446942,1.411395713538944,3.7166753789858857,640.2561421850497,3.998954521693675,,,,,,,,,,,,,,,,
Nemanja Matić,Lyon,fr Ligue 1,MF,,midfield,Box-to-Box,0.0,1.0,2010,29,,,,,,0.0582089552238805,2.2,1.5671641791044777,61.5,,,,6.716417910447761,86.9,0.7611940298507462,1.8805970149253728,0.8059701492537313,2.686567164179104,937.2089552238806,7.343283582089552,,,,,,,,,,,,,,,,
Jean Mattéo Bahoya,Eint Frankfurt,de Bundesliga,MF,FW,midfield,Rotation Wide-Mid,2.0,3.0,921,24,,,,,,0.1661237785016286,4.01,2.345276872964169,56.7,,,,2.736156351791531,74.3,1.758957654723127,2.833876221498372,0.3908794788273615,3.224755700325733,360.78175895765474,1.4657980456026058,,,,,,,,,,,,,,,,
Azor Matusiwa,Rennes,fr Ligue 1,MF,,midfield,Destroyer CDM,1.0,3.0,2078,29,,,,,,0.0779595765158806,1.99,0.8229066410009624,77.3,,,,5.803657362848893,87.1,0.7362848893166506,2.771896053897979,1.4725697786333012,4.24446583253128,703.6717998075072,4.720885466794996,,,,,,,,,,,,,,,,
John McGinn,Aston Villa,eng Premier League,MF,FW,midfield,Rotation Wide-Mid,1.0,4.0,2223,34,,,,,,0.1417004048582995,3.08,1.2955465587044537,42.6,,,,4.17004048582996,81.9,1.2550607287449391,1.3360323886639676,0.5668016194331983,1.9028340080971653,478.0161943319838,2.834008097165992,,,,,,,,,,,,,,,,
Weston McKennie,Juventus,it Serie A,MF,DF,midfield,Deep Holding Mid,2.0,4.0,2310,32,,,,,,0.1402597402597402,2.34,1.0909090909090908,58.8,,,,3.935064935064936,83.1,1.2467532467532467,1.2857142857142856,0.5454545454545454,1.831168831168831,549.3506493506494,2.7272727272727275,,,,,,,,,,,,,,,,
Dwight McNeil,Everton,eng Premier League,MF,FW,midfield,Advanced Creator,4.0,6.0,1371,21,,,,,,0.3413566739606127,4.73,2.4945295404814005,53.3,,,,4.529540481400438,74.5,2.428884026258205,0.8533916849015317,0.3938730853391685,1.2472647702407005,558.0525164113785,2.6258205689277903,,,,,,,,,,,,,,,,
Scott McTominay,Napoli,it Serie A,MF,,midfield,Deep Holding Mid,12.0,4.0,2938,34,,,,,,0.0827093260721579,2.11,1.7154526889040165,44.3,,,,3.430905377808033,84.1,0.7964601769911505,1.317222600408441,0.7351940095302927,2.0524166099387338,386.7426820966644,2.2055820285908783,,,,,,,,,,,,,,,,
Arthur Melo,Girona,es La Liga,MF,,midfield,Box-to-Box,0.0,0.0,941,15,,,,,,0.0191285866099893,1.43,2.2954303931987248,57.1,,,,6.695005313496281,92.4,0.4782146652497343,2.391073326248672,0.7651434643995749,3.1562167906482466,1160.3400637619554,6.695005313496281,,,,,,,,,,,,,,,,
Brais Méndez,Real Sociedad,es La Liga,MF,,midfield,Rotation Wide-Mid,3.0,2.0,1531,27,,,,,,0.1175702155453951,2.53,1.8811234487263224,28.0,,,,5.34944480731548,77.9,1.3520574787720443,1.410842586544742,0.4114957544088831,1.822338340953625,562.6910516002613,3.997387328543436,,,,,,,,,,,,,,,,
Mikel Merino,Arsenal,eng Premier League,MF,FW,midfield,Destroyer CDM,7.0,2.0,1586,28,,,,,,0.1134930643127364,2.44,0.6242118537200505,39.1,,,,3.915510718789408,78.2,0.9646910466582598,2.610340479192938,0.8511979823455232,3.4615384615384617,350.80706179066834,2.269861286254729,,,,,,,,,,,,,,,,
Luis Milla,Getafe,es La Liga,MF,,midfield,Advanced Creator,1.0,4.0,2875,33,,,,,,0.1220869565217391,4.07,1.001739130434783,53.8,,,,4.758260869565218,73.5,2.1913043478260867,1.9095652173913045,0.7513043478260869,2.6608695652173915,641.5826086956521,4.664347826086956,,,,,,,,,,,,,,,,
Enzo Millot,Stuttgart,de Bundesliga,MF,FW,midfield,Box-to-Box,6.0,5.0,1843,29,,,,,,0.1513836136733586,3.22,2.148670645686381,46.3,,,,5.762344004340749,84.8,1.12316874660879,1.465002712967987,0.6348345089527944,2.0998372219207813,667.308735756918,4.346174715138361,,,,,,,,,,,,,,,,
Takumi Minamino,Monaco,fr Ligue 1,MF,FW,midfield,Rotation Wide-Mid,6.0,3.0,2231,31,,,,,,0.2662483191393993,3.23,2.057373375168086,30.0,,,,4.598834603316898,70.7,1.6136261766024205,1.331241595696997,0.4034065441506051,1.734648139847602,296.1407440609592,2.662483191393994,,,,,,,,,,,,,,,,
Óscar Mingueza,Celta Vigo,es La Liga,MF,DF,midfield,Box-to-Box,4.0,6.0,2729,34,,,,,,0.184683034078417,3.2,2.275558812751924,41.7,,,,6.5958226456577504,77.0,1.1542689629901062,1.2532063026749725,0.7255404910223525,1.9787467936973249,982.8765115426896,5.80432392817882,,,,,,,,,,,,,,,,
Fabio Miretti,Genoa,it Serie A,MF,FW,midfield,Rotation Wide-Mid,3.0,3.0,1677,25,,,,,,0.1073345259391771,2.84,1.7710196779964222,34.2,,,,2.898032200357782,74.4,1.180679785330948,1.5026833631484793,0.3756708407871198,1.8783542039356,390.6976744186046,1.2880143112701252,,,,,,,,,,,,,,,,
Henrikh Mkhitaryan,Inter,it Serie A,MF,,midfield,Box-to-Box,1.0,4.0,2328,31,,,,,,0.104381443298969,3.8,2.783505154639175,26.9,,,,7.693298969072165,87.4,1.1211340206185567,1.6623711340206186,0.6185567010309279,2.2809278350515463,831.5721649484536,6.030927835051546,,,,,,,,,,,,,,,,
Luka Modrić,Real Madrid,es La Liga,MF,,midfield,Box-to-Box,2.0,6.0,1827,35,,,,,,0.3448275862068965,6.01,3.0541871921182264,58.3,,,,10.246305418719212,87.6,3.251231527093596,1.5270935960591132,1.3300492610837438,2.8571428571428568,1464.9753694581282,11.083743842364532,,,,,,,,,,,,,,,,
Jon Moncayola,Osasuna,es La Liga,MF,,midfield,Destroyer CDM,0.0,0.0,2099,32,,,,,,0.1586469747498809,2.87,1.0719390185802764,33.3,,,,4.587898999523582,74.4,1.4149595045259649,3.0014292520247734,0.4716531681753215,3.4730824202000954,583.7779895188185,3.25869461648404,,,,,,,,,,,,,,,,
Ilaix Moriba,Celta Vigo,es La Liga,MF,,midfield,Destroyer CDM,1.0,1.0,2132,33,,,,,,0.0633208255159474,2.32,1.4352720450281424,30.6,,,,5.023452157598499,85.7,0.8442776735459663,2.870544090056285,0.5909943714821764,3.4615384615384617,567.3968105065666,4.516885553470919,,,,,,,,,,,,,,,,
Manu Morlanes,Mallorca,es La Liga,MF,,midfield,Destroyer CDM,0.0,0.0,1338,23,,,,,,0.0201793721973094,2.35,1.0762331838565022,37.5,,,,5.9192825112107625,88.9,0.6726457399103138,2.892376681614349,1.6143497757847534,4.506726457399103,688.4529147982063,5.650224215246637,,,,,,,,,,,,,,,,
Nikola Moro,Bologna,it Serie A,MF,,midfield,Box-to-Box,0.0,2.0,1208,22,,,,,,0.0596026490066225,3.56,1.2665562913907285,58.3,,,,6.928807947019868,80.2,1.490066225165563,2.607615894039735,0.968543046357616,3.576158940397351,943.1374172185432,7.301324503311258,,,,,,,,,,,,,,,,
Raúl Moro,Valladolid,es La Liga,MF,FW,midfield,Rotation Wide-Mid,4.0,5.0,2341,33,,,,,,0.2191371208885091,3.61,4.305852199914567,43.2,,,,3.1140538231524992,64.9,1.6915847928235797,0.8457923964117898,0.3844510892780863,1.230243485689876,392.6783425886373,1.5762494660401538,,,,,,,,,,,,,,,,
Sam Morsy,Ipswich Town,eng Premier League,MF,,midfield,Deep Holding Mid,1.0,1.0,2751,33,,,,,,0.0392584514721919,1.67,0.7197382769901853,58.6,,,,3.925845147219193,86.4,0.7851690294438386,2.2246455834242096,0.9487459105779716,3.173391494002181,658.9531079607416,4.874591057797165,,,,,,,,,,,,,,,,
Aimen Moueffek,Saint-Étienne,fr Ligue 1,MF,,midfield,Deep Holding Mid,0.0,1.0,1039,22,,,,,,0.095283926852743,1.82,1.7324350336862366,45.8,,,,3.724735322425409,84.8,0.8662175168431183,1.7324350336862366,0.4331087584215591,2.165543792107796,417.2569778633301,3.378248315688162,,,,,,,,,,,,,,,,
Louis Mouton,Saint-Étienne,fr Ligue 1,MF,,midfield,Destroyer CDM,0.0,1.0,1045,24,,,,,,0.1119617224880382,2.41,1.5502392344497606,50.0,,,,4.650717703349282,80.2,1.3779904306220097,4.220095693779904,0.8612440191387559,5.08133971291866,627.3301435406698,3.617224880382775,,,,,,,,,,,,,,,,
Ngal'Ayel Mukau,Lille,fr Ligue 1,MF,,midfield,Destroyer CDM,0.0,1.0,1190,22,,,,,,0.0529411764705882,1.51,1.4369747899159662,52.9,,,,4.3109243697479,89.1,0.907563025210084,2.495798319327731,1.134453781512605,3.630252100840337,707.4453781512605,3.932773109243697,,,,,,,,,,,,,,,,
Thomas Müller,Bayern Munich,de Bundesliga,MF,FW,midfield,Advanced Creator,1.0,4.0,1225,30,,,,,,0.2130612244897959,5.36,1.7632653061224488,47.1,,,,3.6734693877551017,75.0,2.571428571428571,0.5877551020408164,0.1469387755102041,0.7346938775510204,496.5795918367347,1.7632653061224488,,,,,,,,,,,,,,,,
Marshall Munetsi,Wolves,eng Premier League,MF,FW,midfield,Rotation Wide-Mid,2.0,1.0,1078,14,,,,,,0.150278293135436,1.75,0.75139146567718,27.3,,,,0.8348794063079777,71.7,0.75139146567718,2.0037105751391464,0.5009276437847866,2.504638218923933,158.46011131725416,0.5844155844155845,,,,,,,,,,,,,,,,
Marshall Munetsi,Reims,fr Ligue 1,MF,,midfield,Rotation Wide-Mid,4.0,2.0,1692,19,,,,,,0.1063829787234042,2.18,0.425531914893617,50.0,,,,1.3829787234042552,68.5,1.0106382978723405,1.9148936170212765,0.9042553191489362,2.8191489361702127,199.89361702127653,0.7446808510638298,,,,,,,,,,,,,,,,
Javier Muñoz,Las Palmas,es La Liga,MF,DF,midfield,Deep Holding Mid,1.0,3.0,2588,35,,,,,,0.0869397217928902,2.02,1.25193199381762,58.3,,,,3.755795981452859,77.9,1.008500772797527,1.564914992272025,1.0780525502318392,2.642967542503864,551.3369397217929,3.999227202472952,,,,,,,,,,,,,,,,
Yunus Musah,Milan,it Serie A,MF,FW,midfield,Rotation Wide-Mid,0.0,2.0,1571,29,,,,,,0.1031190324633991,2.58,2.921705919796308,56.8,,,,4.812221514958625,87.2,1.3176320814767664,1.5467854869509867,0.4010184595798854,1.947803946530872,619.2297899427117,3.4373010821133034,,,,,,,,,,,,,,,,
Jamal Musiala,Bayern Munich,de Bundesliga,MF,,midfield,Advanced Creator,12.0,2.0,1798,25,,,,,,0.225250278086763,5.56,3.5539488320355948,51.1,,,,5.355951056729699,82.6,2.052280311457175,1.8020022246941043,0.4004449388209121,2.202447163515017,540.7508342602893,3.7541713014460494,,,,,,,,,,,,,,,,
Junior Mwanga,Le Havre,fr Ligue 1,MF,,midfield,Deep Holding Mid,1.0,2.0,952,11,,,,,,0.0945378151260504,2.27,1.418067226890756,43.8,,,,3.9705882352941178,82.2,0.6617647058823529,2.457983193277311,0.7563025210084033,3.214285714285714,677.4579831932773,3.4978991596638656,,,,,,,,,,,,,,,,
Sebastian Nanasi,Strasbourg,fr Ligue 1,MF,FW,midfield,Advanced Creator,6.0,4.0,2107,31,,,,,,0.2093023255813953,3.63,2.2638822971048884,47.5,,,,5.382059800664452,79.2,1.5804461319411487,0.8542952064546748,0.2990033222591362,1.153298528713811,409.0792596108211,3.1608922638822974,,,,,,,,,,,,,,,,
Roberto Navarro,Mallorca,es La Liga,MF,FW,midfield,Rotation Wide-Mid,1.0,0.0,1278,23,,,,,,0.1338028169014084,3.1,3.1690140845070425,52.2,,,,3.591549295774648,75.5,0.9154929577464788,2.0422535211267605,1.3380281690140845,3.380281690140845,360.7042253521127,1.9014084507042253,,,,,,,,,,,,,,,,
Michel Ndary Adopo,Cagliari,it Serie A,MF,,midfield,Deep Holding Mid,1.0,1.0,2409,35,,,,,,0.0859277708592777,1.87,0.7471980074719802,45.2,,,,3.9601494396014942,83.0,0.709838107098381,2.054794520547945,1.0087173100871731,3.0635118306351186,484.2216687422167,3.36239103362391,,,,,,,,,,,,,,,,
Rassoul Ndiaye,Le Havre,fr Ligue 1,MF,,midfield,Destroyer CDM,1.0,0.0,1061,27,,,,,,0.0508953817153628,1.87,0.5089538171536286,25.0,,,,3.901979264844486,73.7,0.8482563619227144,2.9688972667295004,1.0179076343072573,3.986804901036757,439.057492931197,2.544769085768144,,,,,,,,,,,,,,,,
Wilfred Ndidi,Leicester City,eng Premier League,MF,,midfield,Destroyer CDM,0.0,5.0,2324,28,,,,,,0.0735800344234079,1.2,0.6970740103270224,39.4,,,,2.710843373493976,80.3,0.6583476764199656,3.291738382099828,1.2005163511187609,4.492254733218588,466.0327022375215,2.6333907056798624,,,,,,,,,,,,,,,,
Tanguy Ndombele,Nice,fr Ligue 1,MF,,midfield,Destroyer CDM,1.0,2.0,1131,18,,,,,,0.1909814323607427,2.46,1.750663129973475,53.2,,,,4.854111405835544,87.2,1.4323607427055702,2.7851458885941645,1.1140583554376655,3.8992042440318304,500.5305039787799,3.262599469496021,,,,,,,,,,,,,,,,
Paul Nebel,Mainz 05,de Bundesliga,MF,,midfield,Rotation Wide-Mid,10.0,4.0,2345,31,,,,,,0.1573560767590618,3.23,2.571428571428571,39.1,,,,3.492537313432836,73.1,1.343283582089552,1.4584221748400852,0.4989339019189766,1.9573560767590616,499.6247334754797,1.4584221748400852,,,,,,,,,,,,,,,,
João Neves,Paris S-G,fr Ligue 1,MF,DF,midfield,Box-to-Box,3.0,8.0,1844,29,,,,,,0.1952277657266811,3.32,1.7082429501084595,53.3,,,,7.028199566160521,91.2,1.6106290672451191,3.074837310195228,1.1225596529284163,4.197396963123644,1164.094360086768,6.247288503253796,,,,,,,,,,,,,,,,
Yvan Neyou,Leganés,es La Liga,MF,,midfield,Deep Holding Mid,1.0,1.0,2312,30,,,,,,0.023356401384083,1.17,0.9342560553633218,45.2,,,,3.737024221453287,86.4,0.5060553633217993,2.063148788927336,1.0121107266435987,3.0752595155709344,592.3572664359862,3.347750865051903,,,,,,,,,,,,,,,,
Hans Nicolussi Caviglia,Venezia,it Serie A,MF,,midfield,Deep Holding Mid,4.0,2.0,2861,35,,,,,,0.0660608178958406,2.08,0.6291506466270534,34.0,,,,4.404054526389374,79.3,0.9122684376092276,1.478504019573576,0.8808109052778749,2.3593149248514504,621.9154141908424,3.869276476756379,,,,,,,,,,,,,,,,
Saúl Ñíguez,Sevilla,es La Liga,MF,,midfield,Destroyer CDM,1.0,6.0,1553,24,,,,,,0.1448808757244043,2.9,0.7533805537669027,42.9,,,,3.824855119124276,78.3,1.2749517063747586,2.7237604636188024,1.2749517063747586,3.998712169993561,496.8254990341275,2.955569864777849,,,,,,,,,,,,,,,,
Felix Nmecha,Dortmund,de Bundesliga,MF,,midfield,Destroyer CDM,4.0,1.0,1509,26,,,,,,0.0656063618290258,1.91,1.252485089463221,65.4,,,,5.069582504970179,87.9,0.8349900596421471,2.027833001988072,1.371769383697813,3.3996023856858844,842.3260437375747,5.427435387673956,,,,,,,,,,,,,,,,
Antonio Nusa,RB Leipzig,de Bundesliga,MF,DF,midfield,Rotation Wide-Mid,3.0,3.0,1558,25,,,,,,0.1617458279845956,2.37,3.292682926829268,45.3,,,,3.0038510911424905,74.2,1.1553273427471118,1.7329910141206677,0.4621309370988446,2.1951219512195124,346.193838254172,1.7907573812580233,,,,,,,,,,,,,,,,
Rabby Nzingoula,Montpellier,fr Ligue 1,MF,,midfield,Destroyer CDM,1.0,0.0,1689,27,,,,,,0.0852575488454707,1.92,1.3321492007104796,48.1,,,,2.131438721136768,76.7,0.4262877442273534,3.4103019538188275,1.5452930728241565,4.9555950266429845,397.9396092362345,1.7051509769094138,,,,,,,,,,,,,,,,
Christian Nørgaard,Brentford,eng Premier League,MF,,midfield,Destroyer CDM,5.0,4.0,2819,34,,,,,,0.0415040794608017,1.85,0.4469670095778645,50.0,,,,4.91663710535651,81.6,0.5746718694572543,2.5221709826179497,1.5643845335225257,4.086555516140475,617.42107130188,4.373891450869103,,,,,,,,,,,,,,,,
Matt O'Riley,Brighton,eng Premier League,MF,,midfield,Advanced Creator,2.0,2.0,938,21,,,,,,0.230277185501066,3.84,2.11087420042644,61.5,,,,3.646055437100213,76.5,2.014925373134328,1.535181236673774,1.2473347547974414,2.7825159914712154,481.4712153518124,2.878464818763326,,,,,,,,,,,,,,,,
Jens Odgaard,Bologna,it Serie A,MF,FW,midfield,Rotation Wide-Mid,6.0,1.0,1952,29,,,,,,0.0829918032786885,2.08,1.6137295081967211,28.3,,,,2.305327868852459,74.8,0.7377049180327869,0.9221311475409836,0.4149590163934426,1.337090163934426,254.69262295081967,1.567622950819672,,,,,,,,,,,,,,,,
Dani Olmo,Barcelona,es La Liga,MF,FW,midfield,Advanced Creator,10.0,3.0,1212,25,,,,,,0.2227722772277227,4.9,2.4504950495049505,51.1,,,,6.014851485148515,81.1,1.9306930693069304,1.188118811881188,0.2227722772277227,1.4108910891089108,566.8811881188119,3.6386138613861374,,,,,,,,,,,,,,,,
Ado Onaiwu,Auxerre,fr Ligue 1,MF,FW,midfield,Rotation Wide-Mid,4.0,1.0,957,31,,,,,,0.1034482758620689,2.63,1.5987460815047023,44.0,,,,3.103448275862069,73.3,0.9404388714733544,1.0344827586206895,0.2821316614420062,1.316614420062696,299.90595611285266,1.974921630094044,,,,,,,,,,,,,,,,
Amadou Onana,Aston Villa,eng Premier League,MF,,midfield,Destroyer CDM,3.0,0.0,1617,26,,,,,,0.0389610389610389,1.78,1.614100185528757,70.0,,,,4.174397031539888,87.7,0.5565862708719852,3.0612244897959187,1.447124304267161,4.50834879406308,615.4730983302412,3.8404452690166977,,,,,,,,,,,,,,,,
Frank Onyeka,Augsburg,de Bundesliga,MF,,midfield,Deep Holding Mid,0.0,1.0,2586,31,,,,,,0.0452436194895591,1.74,1.6009280742459395,33.3,,,,3.689095127610209,83.6,0.5916473317865429,2.0185614849187936,1.2529002320185614,3.271461716937355,477.45939675174014,2.4361948955916475,,,,,,,,,,,,,,,,
Aimar Oroz,Osasuna,es La Liga,MF,,midfield,Rotation Wide-Mid,5.0,4.0,2966,37,,,,,,0.0879973027646662,2.79,2.2454484153742413,48.5,,,,4.946055293324342,81.9,1.24409979770735,1.062036412677006,0.6068779501011463,1.6689143627781522,451.5171948752528,2.7612946729602155,,,,,,,,,,,,,,,,
Patrick Osterhage,Freiburg,de Bundesliga,MF,,midfield,Deep Holding Mid,1.0,0.0,2267,30,,,,,,0.0555800617556241,1.63,1.0322011468901633,40.7,,,,2.898103220114689,83.7,0.6352007057785619,1.7865019850022057,0.7146007940008822,2.501102779003088,514.1552712836348,2.8187031318923688,,,,,,,,,,,,,,,,
Elisha Owusu,Auxerre,fr Ligue 1,MF,,midfield,Destroyer CDM,1.0,3.0,2344,28,,,,,,0.03839590443686,1.27,0.3071672354948805,39.1,,,,2.9948805460750854,81.8,0.537542662116041,2.8029010238907848,1.6126279863481228,4.415529010238908,430.533276450512,2.034982935153584,,,,,,,,,,,,,,,,
Exequiel Palacios,Leverkusen,de Bundesliga,MF,,midfield,Box-to-Box,1.0,6.0,1155,24,,,,,,0.1792207792207792,3.67,1.168831168831169,66.7,,,,7.558441558441558,90.1,2.1818181818181817,1.7142857142857144,1.012987012987013,2.7272727272727275,1028.2597402597405,7.558441558441558,,,,,,,,,,,,,,,,
Isaac Palazón Camacho,Rayo Vallecano,es La Liga,MF,FW,midfield,Advanced Creator,4.0,4.0,2162,35,,,,,,0.183163737280296,4.57,1.2488436632747455,37.9,,,,4.870490286771508,77.1,1.998149861239593,0.91581868640148,0.3330249768732655,1.2488436632747455,550.0740055504162,3.2053654024051803,,,,,,,,,,,,,,,,
Cole Palmer,Chelsea,eng Premier League,MF,FW,midfield,Advanced Creator,15.0,8.0,3191,37,,,,,,0.3074271388279536,5.7,3.384518959573801,45.1,,,,6.035725477906612,77.0,2.4537762456910057,0.9589470385459103,0.3102475712942651,1.2691946098401754,608.7057348793481,4.597304920087747,,,,,,,,,,,,,,,,
Lucas Paquetá,West Ham,eng Premier League,MF,FW,midfield,Box-to-Box,4.0,0.0,2380,33,,,,,,0.1172268907563025,3.1,0.9831932773109244,44.7,,,,5.861344537815127,77.3,1.361344537815126,2.495798319327731,0.680672268907563,3.176470588235294,706.5,4.991596638655462,,,,,,,,,,,,,,,,
Leandro Paredes,Roma,it Serie A,MF,,midfield,Box-to-Box,3.0,1.0,1373,22,,,,,,0.0983248361252731,3.15,1.1143481427530957,100.0,,,,6.948288419519301,88.0,1.3765477057538238,1.7042971595047345,1.2454479242534595,2.9497450837581938,1389.1332847778588,7.210487982520029,,,,,,,,,,,,,,,,
Daniel Parejo,Villarreal,es La Liga,MF,,midfield,Box-to-Box,3.0,3.0,2273,36,,,,,,0.0712714474263088,3.05,0.75230972283326,66.7,,,,6.968763748350199,87.5,0.9106907171139462,2.058952925648922,0.9502859656841178,3.00923889133304,1012.7276726792784,6.968763748350199,,,,,,,,,,,,,,,,
Thomas Partey,Arsenal,eng Premier League,MF,DF,midfield,Destroyer CDM,4.0,2.0,2797,35,,,,,,0.0675723989989274,2.0,1.158383982838756,68.6,,,,5.95280657847694,87.4,0.6435466571326421,2.8637826242402573,1.1262066499821235,3.989989274222381,859.0382552735074,5.4057919199141935,,,,,,,,,,,,,,,,
Mario Pašalić,Atalanta,it Serie A,MF,,midfield,Box-to-Box,3.0,4.0,1967,34,,,,,,0.1509913573970513,3.25,2.013218098627352,27.8,,,,6.817488561260802,87.3,1.464158617183528,1.1896288764616167,0.5490594814438231,1.7386883579054395,971.6522623284188,6.039654295882054,,,,,,,,,,,,,,,,
Aleksandar Pavlovic,Bayern Munich,de Bundesliga,MF,,midfield,Box-to-Box,1.0,0.0,1451,21,,,,,,0.0124052377670572,1.86,0.9303928325292902,100.0,,,,7.939352170916609,93.3,0.434183321847002,2.356995175740868,0.31013094417643,2.6671261199172984,1394.1006202618885,10.482425913163336,,,,,,,,,,,,,,,,
Martín Payero,Udinese,it Serie A,MF,,midfield,Rotation Wide-Mid,1.0,1.0,1381,25,,,,,,0.0847212165097755,3.32,2.1506154960173784,42.9,,,,3.32367849384504,77.8,0.9775524981897176,1.5640839971035485,0.8472121650977553,2.411296162201304,396.2997827661116,2.9978276611151338,,,,,,,,,,,,,,,,
Nicolás Paz,Como,it Serie A,MF,FW,midfield,Advanced Creator,6.0,8.0,2687,35,,,,,,0.200967621883141,4.82,2.5790844808336435,51.1,,,,5.459620394491998,80.6,1.8087085969482688,1.708224786006699,0.7033866765909937,2.4116114625976923,466.6803126163007,3.885374023074061,,,,,,,,,,,,,,,,
